"term","estimate","std.error","statistic","p.value","conf.low","conf.high"
"scale(APDQS_protein_score)",0.882761639029177,0.0459015739396047,-2.71668373415993,0.00659395842206487,0.806811280637612,0.965861695346691
"scale(age)",2.07637346757307,0.0447707095105052,16.3192152813091,7.20558881384587e-60,1.90193895528689,2.26680607432592
"scale(BMI)",1.15307839559907,0.041335225753243,3.44585590362228,0.000569253815282572,1.06334508300992,1.25038410168199
"scale(PA)",0.99007805663824,0.0426042953275129,-0.234049027118657,0.814946917344896,0.910761352380385,1.07630232187009
"scale(eGFR)",1.01468417971824,0.0447092775119832,0.326048907517017,0.744387352321526,0.929553270438055,1.10761159937104
"factor(sex)2",1.46586531393698,0.0848165015719528,4.50909574185026,6.51045249527405e-06,1.24136109848979,1.73097185115411
"factor(race)2",0.873677201333559,0.142820902330566,-0.94555001545628,0.344378149042809,0.660361325283691,1.1559002971625
"factor(race)3",0.961593641420738,0.110599205444574,-0.354101347879169,0.723262931988307,0.774193228664428,1.1943560043995
"factor(race)4",1.17225129415123,0.10086394455835,1.57564810370979,0.115106923609509,0.961978078789697,1.42848691351484
"scale(energy)",0.982890454615102,0.042044582071365,-0.410459661083627,0.681468788815339,0.90514197284665,1.06731725492212
